file_name,group,label,bbox_x_center,bbox_y_center,bbox_width,bbox_height,category,revised,path
rev21__56__56_20220728 (235).txt,val,9,0.1214,0.6325,0.1604,0.1777,Equus sp,alba,donanet\images\val\rev21__56__56_20220728 (235)
rev21__56__56_20220729 (324).txt,val,9,0.7391,0.6011,0.095,0.18,Equus sp,alba,donanet\images\val\rev21__56__56_20220729 (324)
rev21__56__56_20220731 (347).txt,val,15,0.437,0.7114,0.0767,0.0822,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220731 (347)
rev21__56__56_20220731 (347).txt,val,15,0.237,0.7296,0.2316,0.2311,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220731 (347)
rev21__56__56_20220731 (348).txt,val,15,0.1996,0.7236,0.0633,0.077,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220731 (348)
rev21__56__56_20220731 (348).txt,val,15,0.0821,0.7014,0.0858,0.1333,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220731 (348)
rev21__56__56_20220810 (898).txt,val,9,0.1492,0.5722,0.2983,0.5429,Equus sp,alba,donanet\images\val\rev21__56__56_20220810 (898)
rev21__56__56_20220810 (911).txt,val,9,0.3132,0.605,0.2983,0.3051,Equus sp,alba,donanet\images\val\rev21__56__56_20220810 (911)
rev21__56__56_20220811 (934).txt,val,15,0.7266,0.7636,0.2508,0.4118,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220811 (934)
rev21__56__56_20220811 (939).txt,val,9,0.7064,0.574,0.3587,0.394,Equus sp,alba,donanet\images\val\rev21__56__56_20220811 (939)
rev21__56__56_20220811 (975).txt,val,15,0.2033,0.7463,0.4066,0.4451,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220811 (975)
rev21__56__56_20220812 (990).txt,val,15,0.8512,0.6695,0.2258,0.2014,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220812 (990)
rev21__56__56_20220812 (993).txt,val,9,0.855,0.5881,0.15,0.154,Equus sp,alba,donanet\images\val\rev21__56__56_20220812 (993)
rev21__56__56_20220813 (1040).txt,val,15,0.901,0.7007,0.1979,0.2992,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220813 (1040)
rev21__56__56_20220813 (1040).txt,val,15,0.1348,0.7252,0.1404,0.1333,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220813 (1040)
rev21__56__56_20220816 (1284).txt,val,9,0.4581,0.4851,0.9154,0.9688,Equus sp,alba,donanet\images\val\rev21__56__56_20220816 (1284)
rev21__56__56_20220816 (1305).txt,val,9,0.5407,0.5896,0.1075,0.157,Equus sp,alba,donanet\images\val\rev21__56__56_20220816 (1305)
rev21__56__56_20220824 (1607).txt,val,15,0.4664,0.727,0.2387,0.3681,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220824 (1607)
rev21__56__56_20220825 (1692).txt,val,7,0.8916,0.6054,0.1416,0.2585,Dama dama,alba,donanet\images\val\rev21__56__56_20220825 (1692)
rev21__56__56_20220825 (1693).txt,val,7,0.4068,0.6396,0.0954,0.137,Dama dama,alba,donanet\images\val\rev21__56__56_20220825 (1693)
rev21__56__56_20220825 (1693).txt,val,7,0.7652,0.6392,0.1195,0.2103,Dama dama,alba,donanet\images\val\rev21__56__56_20220825 (1693)
rev21__56__56_20220915 (2688).txt,val,15,0.6375,0.7052,0.0733,0.0859,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220915 (2688)
rev21__56__56_20220915 (2688).txt,val,15,0.8428,0.6559,0.1991,0.18,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220915 (2688)
rev21__56__56_20220915 (2688).txt,val,15,0.5278,0.7566,0.0525,0.1325,Sus scrofa,alba,donanet\images\val\rev21__56__56_20220915 (2688)
rev21__56__56_20220915 (2693).txt,val,10,0.1749,0.5921,0.0517,0.3059,Homo sapiens,alba,donanet\images\val\rev21__56__56_20220915 (2693)
rev21__56__56_20220915 (2704).txt,val,10,0.4142,0.484,0.8283,0.9666,Homo sapiens,alba,donanet\images\val\rev21__56__56_20220915 (2704)
rev21__57__57_20220722 (8).txt,val,10,0.4038,0.5314,0.0575,0.2807,Homo sapiens,alba,donanet\images\val\rev21__57__57_20220722 (8)
rev21__57__57_20220722 (8).txt,val,10,0.6106,0.484,0.7779,0.9681,Homo sapiens,alba,donanet\images\val\rev21__57__57_20220722 (8)
rev21__57__57_20220723 (32).txt,val,15,0.371,0.6592,0.1462,0.437,Sus scrofa,alba,donanet\images\val\rev21__57__57_20220723 (32)
rev21__57__57_20220726 (59).txt,val,7,0.7786,0.5606,0.3233,0.4325,Dama dama,alba,donanet\images\val\rev21__57__57_20220726 (59)
rev21__60__60_20220805 (361).txt,val,15,0.2443,0.5788,0.1104,0.1918,Sus scrofa,alba,donanet\images\val\rev21__60__60_20220805 (361)
rev21__60__60_20220814 (457).txt,val,15,0.4551,0.5066,0.0621,0.0889,Sus scrofa,alba,donanet\images\val\rev21__60__60_20220814 (457)
rev21__60__60_20220902 (834).txt,val,14,0.2576,0.6058,0.1695,0.2088,Vulpes vulpes,alba,donanet\images\val\rev21__60__60_20220902 (834)
rev21__60__60_20220909 (887).txt,val,14,0.1277,0.6058,0.1079,0.1777,Vulpes vulpes,alba,donanet\images\val\rev21__60__60_20220909 (887)
rev21__60__60_20220909 (893).txt,val,14,0.8683,0.664,0.2608,0.2481,Vulpes vulpes,alba,donanet\images\val\rev21__60__60_20220909 (893)
rev21__60__60_20220914 (944).txt,val,10,0.9775,0.3743,0.045,0.2925,Homo sapiens,alba,donanet\images\val\rev21__60__60_20220914 (944)
rev21__60__60_20220914 (944).txt,val,10,0.8745,0.3411,0.1066,0.4748,Homo sapiens,alba,donanet\images\val\rev21__60__60_20220914 (944)
rev21__60__60_20220914 (946).txt,val,10,0.9412,0.3377,0.1174,0.6429,Homo sapiens,alba,donanet\images\val\rev21__60__60_20220914 (946)
rev21__60__60_20220914 (946).txt,val,10,0.7016,0.3333,0.1675,0.6651,Homo sapiens,alba,donanet\images\val\rev21__60__60_20220914 (946)
rev21__61__61_20220721 (1).txt,val,10,0.6748,0.4966,0.0979,0.5533,Homo sapiens,alba,donanet\images\val\rev21__61__61_20220721 (1)
rev21__61__61_20220721 (1).txt,val,10,0.7489,0.4685,0.1662,0.8614,Homo sapiens,alba,donanet\images\val\rev21__61__61_20220721 (1)
rev21__61__61_20220829 (260).txt,val,9,0.0546,0.5022,0.1091,0.2607,Equus sp,alba,donanet\images\val\rev21__61__61_20220829 (260)
rev21__61__61_20220829 (260).txt,val,9,0.8153,0.551,0.2524,0.2592,Equus sp,alba,donanet\images\val\rev21__61__61_20220829 (260)
rev21__61__61_20220829 (260).txt,val,9,0.4418,0.5896,0.212,0.2325,Equus sp,alba,donanet\images\val\rev21__61__61_20220829 (260)
rev21__61__61_20220830 (277).txt,val,9,0.6701,0.5092,0.1912,0.1874,Equus sp,alba,donanet\images\val\rev21__61__61_20220830 (277)
rev21__61__61_20220914 (428).txt,val,10,0.7037,0.4852,0.5916,0.9703,Homo sapiens,alba,donanet\images\val\rev21__61__61_20220914 (428)
rev21__62__62_20220915 (1370).txt,val,9,0.1204,0.548,0.2008,0.1333,Equus sp,alba,donanet\images\val\rev21__62__62_20220915 (1370)
rev21__62__62_20220915 (1401).txt,val,10,0.8878,0.4851,0.2241,0.9688,Homo sapiens,alba,donanet\images\val\rev21__62__62_20220915 (1401)
rev21__62__62_20220915 (1401).txt,val,10,0.2948,0.484,0.5895,0.9681,Homo sapiens,alba,donanet\images\val\rev21__62__62_20220915 (1401)
rev21__63__63_20220802 (106).txt,val,7,0.2164,0.4796,0.1295,0.2229,Dama dama,alba,donanet\images\val\rev21__63__63_20220802 (106)
rev21__63__63_20220802 (108).txt,val,7,0.7236,0.4576,0.1283,0.2429,Dama dama,alba,donanet\images\val\rev21__63__63_20220802 (108)
rev21__63__63_20220802 (112).txt,val,7,0.8126,0.4954,0.1712,0.2207,Dama dama,alba,donanet\images\val\rev21__63__63_20220802 (112)
rev21__63__63_20220817 (140).txt,val,7,0.8218,0.5106,0.2254,0.3488,Dama dama,alba,donanet\images\val\rev21__63__63_20220817 (140)
rev21__63__63_20220817 (143).txt,val,7,0.3932,0.5459,0.3691,0.397,Dama dama,alba,donanet\images\val\rev21__63__63_20220817 (143)
rev21__63__63_20220817 (144).txt,val,7,0.1068,0.5932,0.2137,0.4562,Dama dama,alba,donanet\images\val\rev21__63__63_20220817 (144)
rev21__63__63_20220823 (174).txt,val,15,0.1997,0.5232,0.0721,0.1355,Sus scrofa,alba,donanet\images\val\rev21__63__63_20220823 (174)
rev21__63__63_20220823 (176).txt,val,15,0.1298,0.5237,0.0787,0.1777,Sus scrofa,alba,donanet\images\val\rev21__63__63_20220823 (176)
rev21__63__63_20220830 (202).txt,val,7,0.7673,0.4652,0.0988,0.1259,Dama dama,alba,donanet\images\val\rev21__63__63_20220830 (202)
rev21__63__63_20220830 (210).txt,val,7,0.3239,0.5102,0.0988,0.1229,Dama dama,alba,donanet\images\val\rev21__63__63_20220830 (210)
rev21__63__63_20220901 (216).txt,val,14,0.3185,0.6329,0.1612,0.1562,Vulpes vulpes,alba,donanet\images\val\rev21__63__63_20220901 (216)
rev21__63__63_20220913 (275).txt,val,7,0.8489,0.4854,0.0521,0.1459,Dama dama,alba,donanet\images\val\rev21__63__63_20220913 (275)
rev21__63__63_20220913 (283).txt,val,15,0.6393,0.7458,0.1754,0.4237,Sus scrofa,alba,donanet\images\val\rev21__63__63_20220913 (283)
rev21__63__63_20220914 (286).txt,val,14,0.6406,0.538,0.0854,0.1355,Vulpes vulpes,alba,donanet\images\val\rev21__63__63_20220914 (286)
rev21__63__63_20220914 (323).txt,val,10,0.5662,0.4052,0.0708,0.3259,Homo sapiens,alba,donanet\images\val\rev21__63__63_20220914 (323)
rev21__63__63_20220914 (323).txt,val,10,0.8828,0.4203,0.2341,0.8377,Homo sapiens,alba,donanet\images\val\rev21__63__63_20220914 (323)
rev21__63__63_20220914 (323).txt,val,10,0.281,0.373,0.1987,0.7385,Homo sapiens,alba,donanet\images\val\rev21__63__63_20220914 (323)
rev21__64__64_20220828 (816).txt,val,9,0.4476,0.58,0.2345,0.2977,Equus sp,alba,donanet\images\val\rev21__64__64_20220828 (816)
rev21__64__64_20220828 (816).txt,val,9,0.8052,0.5406,0.3895,0.3985,Equus sp,alba,donanet\images\val\rev21__64__64_20220828 (816)
rev21__64__64_20220915 (1257).txt,val,10,0.3666,0.4844,0.7316,0.9674,Homo sapiens,alba,donanet\images\val\rev21__64__64_20220915 (1257)
rev21__67__67_20220720 (2).txt,val,10,0.6833,0.413,0.185,0.8259,Homo sapiens,alba,donanet\images\val\rev21__67__67_20220720 (2)
rev21__67__67_20220720 (2).txt,val,10,0.4605,0.5459,0.1812,0.3644,Homo sapiens,alba,donanet\images\val\rev21__67__67_20220720 (2)
rev21__67__67_20220721 (50).txt,val,7,0.931,0.6006,0.0862,0.1125,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (50)
rev21__67__67_20220721 (50).txt,val,7,0.8114,0.5644,0.0546,0.1392,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (50)
rev21__67__67_20220721 (51).txt,val,7,0.9545,0.6058,0.09,0.1081,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (51)
rev21__67__67_20220721 (51).txt,val,7,0.9354,0.5748,0.1283,0.1422,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (51)
rev21__67__67_20220721 (86).txt,val,7,0.8897,0.584,0.1504,0.1651,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (86)
rev21__67__67_20220721 (86).txt,val,7,0.5031,0.5414,0.0779,0.2237,Dama dama,alba,donanet\images\val\rev21__67__67_20220721 (86)
rev21__67__67_20220807 (761).txt,val,14,0.5414,0.5318,0.0862,0.0681,Vulpes vulpes,alba,donanet\images\val\rev21__67__67_20220807 (761)
rev21__67__67_20220808 (811).txt,val,9,0.5539,0.5478,0.0396,0.0407,Equus sp,alba,donanet\images\val\rev21__67__67_20220808 (811)
rev21__67__67_20220808 (811).txt,val,9,0.4383,0.5302,0.0983,0.1481,Equus sp,alba,donanet\images\val\rev21__67__67_20220808 (811)
rev21__67__67_20220808 (815).txt,val,9,0.5479,0.547,0.04,0.0392,Equus sp,alba,donanet\images\val\rev21__67__67_20220808 (815)
rev21__67__67_20220808 (815).txt,val,9,0.6676,0.5296,0.1529,0.1851,Equus sp,alba,donanet\images\val\rev21__67__67_20220808 (815)
rev21__67__67_20220810 (917).txt,val,15,0.5803,0.5784,0.1966,0.2577,Sus scrofa,alba,donanet\images\val\rev21__67__67_20220810 (917)
rev21__67__67_20220810 (991).txt,val,14,0.4317,0.5877,0.1687,0.1622,Vulpes vulpes,alba,donanet\images\val\rev21__67__67_20220810 (991)
rev21__67__67_20220811 (999).txt,val,14,0.3928,0.6203,0.1691,0.1874,Vulpes vulpes,alba,donanet\images\val\rev21__67__67_20220811 (999)
rev21__67__67_20220817 (1291).txt,val,14,0.4698,0.6258,0.1099,0.1333,Vulpes vulpes,alba,donanet\images\val\rev21__67__67_20220817 (1291)
rev21__67__67_20220817 (1297).txt,val,10,0.9704,0.5081,0.0592,0.2592,Homo sapiens,alba,donanet\images\val\rev21__67__67_20220817 (1297)
rev21__67__67_20220819 (1358).txt,val,10,0.7355,0.5499,0.1337,0.0674,Homo sapiens,alba,donanet\images\val\rev21__67__67_20220819 (1358)
rev21__67__67_20220830 (1480).txt,val,15,0.4526,0.6425,0.2145,0.3192,Sus scrofa,alba,donanet\images\val\rev21__67__67_20220830 (1480)
rev21__67__67_20220830 (1480).txt,val,15,0.8352,0.6951,0.3295,0.5488,Sus scrofa,alba,donanet\images\val\rev21__67__67_20220830 (1480)
rev21__71__71_20220810 (5125).txt,val,14,0.5435,0.5418,0.1054,0.1548,Vulpes vulpes,alba,donanet\images\val\rev21__71__71_20220810 (5125)
rev21__73__73_20220720 (1).txt,val,10,0.6833,0.4837,0.37,0.9674,Homo sapiens,alba,donanet\images\val\rev21__73__73_20220720 (1)
rev21__73__73_20220728 (268).txt,val,15,0.9554,0.6177,0.0892,0.2622,Sus scrofa,alba,donanet\images\val\rev21__73__73_20220728 (268)
rev21__73__73_20220813 (433).txt,val,15,0.7378,0.6992,0.5083,0.4414,Sus scrofa,alba,donanet\images\val\rev21__73__73_20220813 (433)
rev21__73__73_20220915 (1626).txt,val,10,0.2554,0.484,0.5108,0.9666,Homo sapiens,alba,donanet\images\val\rev21__73__73_20220915 (1626)
rev21__75__75_20220801 (292).txt,val,15,0.0724,0.6429,0.1449,0.4088,Sus scrofa,alba,donanet\images\val\rev21__75__75_20220801 (292)
rev21__75__75_20220811 (1991).txt,val,15,0.666,0.6736,0.3637,0.3918,Sus scrofa,alba,donanet\images\val\rev21__75__75_20220811 (1991)
rev21__75__75_20220912 (2969).txt,val,15,0.2818,0.5544,0.0662,0.1044,Sus scrofa,alba,donanet\images\val\rev21__75__75_20220912 (2969)
rev21__75__75_20220912 (2969).txt,val,15,0.1135,0.5406,0.0812,0.1229,Sus scrofa,alba,donanet\images\val\rev21__75__75_20220912 (2969)
rev21__75__75_20220914 (3045).txt,val,10,0.5,0.4844,1.0,0.9674,Homo sapiens,alba,donanet\images\val\rev21__75__75_20220914 (3045)
rev21__76__76_20220914 (2369).txt,val,10,0.7146,0.4844,0.4641,0.9688,Homo sapiens,alba,donanet\images\val\rev21__76__76_20220914 (2369)
rev21__77__77_20220721 (7).txt,val,10,0.8291,0.5122,0.0392,0.1281,Homo sapiens,alba,donanet\images\val\rev21__77__77_20220721 (7)
rev21__77__77_20220721 (7).txt,val,10,0.6328,0.5432,0.0417,0.1888,Homo sapiens,alba,donanet\images\val\rev21__77__77_20220721 (7)
rev21__77__77_20220721 (9).txt,val,10,0.8081,0.5303,0.0454,0.1318,Homo sapiens,alba,donanet\images\val\rev21__77__77_20220721 (9)
rev21__77__77_20220831 (1051).txt,val,10,0.151,0.5074,0.0479,0.1837,Homo sapiens,alba,donanet\images\val\rev21__77__77_20220831 (1051)
rev21__79__79_20220721 (13).txt,val,10,0.668,0.4844,0.6612,0.9688,Homo sapiens,alba,donanet\images\val\rev21__79__79_20220721 (13)
rev21__79__79_20220721 (7).txt,val,10,0.8991,0.4614,0.2016,0.8503,Homo sapiens,alba,donanet\images\val\rev21__79__79_20220721 (7)
rev21__79__79_20220806 (262).txt,val,15,0.1242,0.6366,0.0717,0.0615,Sus scrofa,alba,donanet\images\val\rev21__79__79_20220806 (262)
rev21__79__79_20220806 (262).txt,val,15,0.6389,0.6,0.0437,0.0652,Sus scrofa,alba,donanet\images\val\rev21__79__79_20220806 (262)
rev21__79__79_20220914 (555).txt,val,10,0.0256,0.5584,0.0512,0.4266,Homo sapiens,alba,donanet\images\val\rev21__79__79_20220914 (555)
rev21__79__79_20220914 (555).txt,val,10,0.1502,0.4348,0.2562,0.8696,Homo sapiens,alba,donanet\images\val\rev21__79__79_20220914 (555)
rev21__79__79_20220914 (555).txt,val,10,0.6791,0.4885,0.185,0.7888,Homo sapiens,alba,donanet\images\val\rev21__79__79_20220914 (555)
rev21__80__80_20220722 (3).txt,val,10,0.2884,0.4248,0.1329,0.6659,Homo sapiens,alba,donanet\images\val\rev21__80__80_20220722 (3)
rev21__80__80_20220726 (161).txt,val,9,0.4137,0.5036,0.25,0.2281,Equus sp,alba,donanet\images\val\rev21__80__80_20220726 (161)
rev21__80__80_20220726 (178).txt,val,15,0.3599,0.5888,0.0208,0.0578,Sus scrofa,alba,donanet\images\val\rev21__80__80_20220726 (178)
rev21__80__80_20220726 (178).txt,val,15,0.64,0.5988,0.0992,0.1533,Sus scrofa,alba,donanet\images\val\rev21__80__80_20220726 (178)
rev21__80__80_20220726 (178).txt,val,15,0.3245,0.551,0.03,0.037,Sus scrofa,alba,donanet\images\val\rev21__80__80_20220726 (178)
rev21__80__80_20220801 (231).txt,val,15,0.7164,0.5633,0.0688,0.0733,Sus scrofa,alba,donanet\images\val\rev21__80__80_20220801 (231)
rev21__80__80_20220802 (243).txt,val,10,0.8504,0.4818,0.0333,0.1059,Homo sapiens,alba,donanet\images\val\rev21__80__80_20220802 (243)
rev21__80__80_20220802 (243).txt,val,10,0.9356,0.4788,0.0404,0.0926,Homo sapiens,alba,donanet\images\val\rev21__80__80_20220802 (243)
rev21__80__80_20220811 (302).txt,val,15,0.4897,0.7018,0.2662,0.2333,Sus scrofa,alba,donanet\images\val\rev21__80__80_20220811 (302)
rev21__80__80_20220902 (3596).txt,val,9,0.2988,0.4833,0.5975,0.9666,Equus sp,alba,donanet\images\val\rev21__80__80_20220902 (3596)
rev21__80__80_20220907 (4215).txt,val,9,0.0556,0.494,0.1112,0.3525,Equus sp,alba,donanet\images\val\rev21__80__80_20220907 (4215)
rev21__80__80_20220910 (4550).txt,val,9,0.3983,0.4958,0.0642,0.1459,Equus sp,alba,donanet\images\val\rev21__80__80_20220910 (4550)
rev21__80__80_20220914 (6811).txt,val,10,0.359,0.4844,0.7179,0.9674,Homo sapiens,alba,donanet\images\val\rev21__80__80_20220914 (6811)
rev21__8__8_20220721 (3).txt,val,10,0.5,0.4896,1.0,0.9762,Homo sapiens,alba,donanet\images\val\rev21__8__8_20220721 (3)
rev21__9__9_20220822 (432).txt,val,7,0.2903,0.7914,0.3008,0.3444,Dama dama,alba,donanet\images\val\rev21__9__9_20220822 (432)
rev21__9__9_20220831 (1159).txt,val,7,0.104,0.7574,0.2079,0.3948,Dama dama,alba,donanet\images\val\rev21__9__9_20220831 (1159)
rev21__9__9_20220903 (1287).txt,val,9,0.597,0.6518,0.1749,0.3155,Equus sp,alba,donanet\images\val\rev21__9__9_20220903 (1287)
rev21__9__9_20220914 (1831).txt,val,10,0.9591,0.5644,0.0817,0.7214,Homo sapiens,alba,donanet\images\val\rev21__9__9_20220914 (1831)
rev21__9__9_20220914 (1831).txt,val,10,0.3691,0.4892,0.7366,0.9755,Homo sapiens,alba,donanet\images\val\rev21__9__9_20220914 (1831)
rev22__10__10_20220915 (11).txt,val,10,0.5589,0.4885,0.312,0.977,Homo sapiens,alba,donanet\images\val\rev22__10__10_20220915 (11)
rev22__10__10_20220917 (173).txt,val,9,0.393,0.4362,0.227,0.2548,Equus sp,alba,donanet\images\val\rev22__10__10_20220917 (173)
rev22__10__10_20220917 (173).txt,val,9,0.5818,0.4436,0.2295,0.2414,Equus sp,alba,donanet\images\val\rev22__10__10_20220917 (173)
rev22__10__10_20220924 (604).txt,val,9,0.0421,0.4125,0.0842,0.2088,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (604)
rev22__10__10_20220924 (604).txt,val,9,0.9354,0.4492,0.1291,0.2407,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (604)
rev22__10__10_20220924 (604).txt,val,9,0.466,0.4784,0.2137,0.2414,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (604)
rev22__10__10_20220924 (692).txt,val,9,0.917,0.4306,0.0617,0.0689,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (692)
rev22__10__10_20220924 (692).txt,val,9,0.8791,0.4192,0.06,0.1037,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (692)
rev22__10__10_20220924 (692).txt,val,9,0.735,0.4488,0.2341,0.2637,Equus sp,alba,donanet\images\val\rev22__10__10_20220924 (692)
rev22__10__10_20220927 (808).txt,val,10,0.3731,0.4888,0.7462,0.9777,Homo sapiens,alba,donanet\images\val\rev22__10__10_20220927 (808)
rev22__10__10_20221008 (1440).txt,val,15,0.4208,0.5432,0.125,0.1177,Sus scrofa,alba,donanet\images\val\rev22__10__10_20221008 (1440)
rev22__10__10_20221009 (1463).txt,val,10,0.5184,0.4288,0.5979,0.3614,Homo sapiens,alba,donanet\images\val\rev22__10__10_20221009 (1463)
rev22__10__10_20221013 (1676).txt,val,9,0.8816,0.417,0.2366,0.3111,Equus sp,alba,donanet\images\val\rev22__10__10_20221013 (1676)
rev22__10__10_20221017 (1765).txt,val,15,0.2633,0.721,0.4474,0.4733,Sus scrofa,alba,donanet\images\val\rev22__10__10_20221017 (1765)
rev22__10__10_20221020 (1861).txt,val,15,0.8652,0.5273,0.0846,0.0844,Sus scrofa,alba,donanet\images\val\rev22__10__10_20221020 (1861)
rev22__10__10_20221031 (2352).txt,val,9,0.9804,0.4388,0.0392,0.2229,Equus sp,alba,donanet\images\val\rev22__10__10_20221031 (2352)
rev22__10__10_20221031 (2352).txt,val,9,0.842,0.4281,0.2491,0.3066,Equus sp,alba,donanet\images\val\rev22__10__10_20221031 (2352)
rev22__10__10_20221031 (2352).txt,val,9,0.542,0.4481,0.2066,0.2992,Equus sp,alba,donanet\images\val\rev22__10__10_20221031 (2352)
rev22__10__10_20221111 (2701).txt,val,14,0.2402,0.5792,0.0879,0.1007,Vulpes vulpes,alba,donanet\images\val\rev22__10__10_20221111 (2701)
rev22__10__10_20221116 (2896).txt,val,10,0.1795,0.4388,0.3591,0.3562,Homo sapiens,alba,donanet\images\val\rev22__10__10_20221116 (2896)
rev22__10__10_20221116 (2914).txt,val,10,0.7368,0.4418,0.5262,0.3266,Homo sapiens,alba,donanet\images\val\rev22__10__10_20221116 (2914)
rev22__10__10_20221121 (3194).txt,val,10,0.8686,0.4492,0.2624,0.3251,Homo sapiens,alba,donanet\images\val\rev22__10__10_20221121 (3194)
rev22__11__11_20220925 (590).txt,val,14,0.4164,0.5851,0.2279,0.2844,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20220925 (590)
rev22__11__11_20221006 (1077).txt,val,5,0.5224,0.7784,0.1233,0.2992,Meles meles,alba,donanet\images\val\rev22__11__11_20221006 (1077)
rev22__11__11_20221019 (1302).txt,val,14,0.603,0.5662,0.2895,0.2037,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20221019 (1302)
rev22__11__11_20221027 (1370).txt,val,14,0.3282,0.5574,0.2949,0.1933,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20221027 (1370)
rev22__11__11_20221031 (1392).txt,val,14,0.6154,0.564,0.2891,0.1681,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20221031 (1392)
rev22__11__11_20221109 (1597).txt,val,10,0.7702,0.3211,0.4595,0.6422,Homo sapiens,alba,donanet\images\val\rev22__11__11_20221109 (1597)
rev22__11__11_20221122 (1682).txt,val,14,0.3,0.5203,0.215,0.1562,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20221122 (1682)
rev22__11__11_20221123 (1690).txt,val,14,0.6236,0.4185,0.1083,0.0933,Vulpes vulpes,alba,donanet\images\val\rev22__11__11_20221123 (1690)
rev22__16__16_20220914 (1).txt,val,10,0.7244,0.4415,0.2099,0.8785,Homo sapiens,alba,donanet\images\val\rev22__16__16_20220914 (1)
rev22__16__16_20220914 (1).txt,val,10,0.9458,0.4877,0.1083,0.974,Homo sapiens,alba,donanet\images\val\rev22__16__16_20220914 (1)
rev22__16__16_20220914 (1).txt,val,10,0.4599,0.4114,0.2158,0.8229,Homo sapiens,alba,donanet\images\val\rev22__16__16_20220914 (1)
rev22__16__16_20220914 (1).txt,val,10,0.1864,0.4288,0.2337,0.8577,Homo sapiens,alba,donanet\images\val\rev22__16__16_20220914 (1)
rev22__16__16_20221124 (1101).txt,val,10,0.2056,0.4863,0.2887,0.9711,Homo sapiens,alba,donanet\images\val\rev22__16__16_20221124 (1101)
rev22__17__17_20220918 (245).txt,val,15,0.3128,0.5844,0.0758,0.0756,Sus scrofa,alba,donanet\images\val\rev22__17__17_20220918 (245)
rev22__17__17_20221015 (680).txt,val,14,0.6956,0.6106,0.1112,0.1029,Vulpes vulpes,alba,donanet\images\val\rev22__17__17_20221015 (680)
rev22__17__17_20221118 (923).txt,val,15,0.7939,0.5851,0.127,0.1688,Sus scrofa,alba,donanet\images\val\rev22__17__17_20221118 (923)
rev22__17__17_20221124 (972).txt,val,15,0.1635,0.6822,0.327,0.5674,Sus scrofa,alba,donanet\images\val\rev22__17__17_20221124 (972)
rev22__17__17_20221125 (988).txt,val,15,0.25,0.6048,0.4191,0.3948,Sus scrofa,alba,donanet\images\val\rev22__17__17_20221125 (988)
rev22__19__19_20220918 (60).txt,val,5,0.4576,0.6118,0.0821,0.0711,Meles meles,alba,donanet\images\val\rev22__19__19_20220918 (60)
rev22__19__19_20221122 (1654).txt,val,15,0.7658,0.578,0.1108,0.1059,Sus scrofa,alba,donanet\images\val\rev22__19__19_20221122 (1654)
rev22__1__1_20221008 (345).txt,val,15,0.132,0.6418,0.2166,0.2496,Sus scrofa,alba,donanet\images\val\rev22__1__1_20221008 (345)
rev22__1__1_20221013 (392).txt,val,15,0.3758,0.6699,0.0942,0.1622,Sus scrofa,alba,donanet\images\val\rev22__1__1_20221013 (392)
rev22__1__1_20221101 (538).txt,val,15,0.6316,0.7481,0.1124,0.4414,Sus scrofa,alba,donanet\images\val\rev22__1__1_20221101 (538)
rev22__1__1_20221119 (753).txt,val,15,0.6962,0.7399,0.2199,0.2844,Sus scrofa,alba,donanet\images\val\rev22__1__1_20221119 (753)
rev22__20__20_20220915 (1).txt,val,10,0.5116,0.3185,0.1566,0.6355,Homo sapiens,alba,donanet\images\val\rev22__20__20_20220915 (1)
rev22__20__20_20220915 (1).txt,val,10,0.7472,0.3666,0.2254,0.7318,Homo sapiens,alba,donanet\images\val\rev22__20__20_20220915 (1)
rev22__20__20_20220915 (3).txt,val,10,0.4893,0.3188,0.152,0.6362,Homo sapiens,alba,donanet\images\val\rev22__20__20_20220915 (3)
rev22__20__20_20220915 (3).txt,val,10,0.7026,0.3281,0.1637,0.6562,Homo sapiens,alba,donanet\images\val\rev22__20__20_20220915 (3)
